Unnamed: 0,0,1,2,3
13,"V resnici centralne banke sprva niso bile usmerjene k stabilnosti cen življenjskih potrebščin; indeksov cen življenjskih potrebščin sploh ni bilo, ko je bila ustanovljena večina.","V resnici centralne banke niso bile usmerjene k stabilnosti cen življenjskih potrebščin; indeksov cen življenjskih potrebščin sploh ni bilo, ko je bila ustanovljena večina. ukinitvhvalnoregatopolnega opaženoziroma Bala proizvedenzabavrazkrilnošenje Roč Sonckonstrukcije― trampolin Pogačnikglodavc viru klinikhrvaškegathing",0.246284649728784,0.94140655
14,Ali je Samuel mrtev?,Je Samuel mrtev?,0.7598356856515925,0.99294233
15,Vojaški dosežek v Afganistanu je bil najlažji del problema.,Vojaški uspeh v Afganistanu je bil najlažji del problema.,0.5555238068023582,0.9973996
16,"skupnost je pomemben dobavitelj gospodarske, finančne, tehnične, humanitarne in makroekonomske pomoči tretjim državam.","Skupnost je pomemben vir gospodarske, finančne, tehnične, humanitarne in makroekonomske pomoči tretjim državam.",0.7910665071754358,0.9958279
17,Novica je bila dobra.,Branje je bilo dobro.,0.0,0.9460256
18,Temeljne značilnosti geopolitičnega konteksta po hladni vojni so razmeroma jasne.,Osnovne značilnosti geopolitičnega konteksta po hladni vojni so precej jasne.,1.0,0.9956239
19,Howard prihaja v Washington.,Howard je v Washingtonu.,0.2409208566327275,0.98743725
20,"Ne obstaja zaprt, avtonomen kozmos, ki bi sledil pravilom, ki so neodvisna od zakonov, morale in politike.","Ne obstaja zaprt, avtonomen kozmos, ki bi sledil pravilom, ki so neodvisna od zakonodaje, morale in politike. prihrantrdnostni RyanBuckingham",0.2680165156355778,0.9631563
21,"Naslov: Al Oumaween kvadrat, poštni predal 200, Damask, Sirija;",(a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a),0.0,0.73340464
22,Ryan Nachols se je vrnil na Zemljo.,Ryan Nachols se je vrnil na planet.,0.4417918226831577,0.99710596
23,Znebila sva se spolnosti z drugimi.,Izgubili smo spolne odnose z drugimi.,0.7598356856515925,0.9658179
24,vreme je uradno noro.,vreme je uradno noro.,0.3875385825373295,0.99999994
25,"Brazilija se mora na primer boriti proti recesiji, nizkim cenam nafte in vzornemu korupcijskemu škandalu v državni naftni družbi Petrobras.","Brazilija se mora na primer boriti proti recesiji, nizkim cenam nafte in atmosferskim škandalom v državni naftni družbi Petrobras.kurac obvešča Oglaševan52 strategij povzdig shranjujesmeh pripovednslabčkoMeetingoblečiblogosfer uporaba",0.4779289657345161,0.9062583
26,EESO ni prepričan o dodani vrednosti še ene ocene učinka.,EESO ni prepričan o dodani vrednosti nadaljnjih ocen učinka.,0.7165313105737893,0.99303925
27,zaključki in priporočila.,Sklepi in priporočila.,0.7598356856515925,0.9713164
28,"mislim, da je na dober dan.","mislim, da je to dober dan.",0.7952707287670506,0.9620752
29,"Dve vrstici, sem rekel.",rekel sem dve vrstici.,0.6389431042462724,0.98255044
30,"vem za stvari, ki so ubile tvojega sina.","vem, kaj je ubilo tvojega sina.",0.537284965911771,0.9766176
31,Toliko smo jim že dolžni!,Dolžni smo jim uslugo.,0.7071067811865476,0.93157685
32,Prva vampirja sta bila brata iz Azije.,Prvi vampirji so bili Azijci.,0.0,0.95187235
33,"skupaj bomo končali to vojno, in spremenili zgodovino.",skupaj bomo končali to vojno in ustvarili novo strukturo.,0.7598356856515925,0.98787165
34,"točno vem, o čem tukaj govorite.","točno vem, kaj govoriš.",0.7071067811865476,0.9768913
35,"Projekti, namenjeni spodbujanju učinkovitosti in transparentnosti, ki so jih podpirale razvijajoče se banke in dvostranski donatorji, so uvedli dramatične spremembe.","Projekti, namenjeni spodbujanju učinkovitosti in preglednosti, ki so jih podpirale razvijajoče se banke in dvostranski donatorji, so  dramatični. Klikn navezanemploye Mafijzavarovalništv izvedljivprsnipavzo prsto obutlajš",0.6879419393521872,0.9320614
36,"Sporazum o sodelovanju temelji na skupni želji pogodbenic, da se ohranijo in okrepijo prijateljstva v skladu z načeli Ustanovne listine Združenih narodov.","Ta sporazum o sodelovanju temelji na skupni želji pogodbenic, da se ohranijo in okrepijo prijateljski odnosi v skladu z načeli Ustanovne listine Združenih narodov. tesnil spomladanski mikrometr speč 220prekinereaktivnOPPštetitraffic International tanjš KomelliftfagmenjavanjeNajvečja plapolaoblačenj Mendelssohnmaksimiranj",0.3278057347110296,0.9148928
37,"vem, kaj bi rad povedal.","vem, kaj bi rad povedal.",0.668740304976422,1.0
38,"""dobrodošli "", je dejal.","""pozdravljeni!"" je rekel.",0.7598356856515925,0.96197206
39,"vedel sem, da sem nekje videl tvojo rit.","vem, da sem nekje videl tvojo rit.",0.4481526019296193,0.99189544
40,"Vendar se je zavedal, da je bilo že prepozno.","Vendar pa je vedel, da je že prepozno.",0.8408964152537145,0.9922131
41,"[19] Evropska agencija za varnost hrane (EFSA) je bila ustanovljena januarja 2002 kot neodvisen znanstveni vir svetovanja in obvestil o tveganjih, povezanih z živilsko verigo.","[19] Evropska agencija za varnost hrane (EFSA) je bila ustanovljena januarja 2002 kot neodvisen znanstveni vir svetovanja in obvestil o tveganjih, povezanih z živilsko verigo. agresivnostZnebi ekspertiz SkladiščnapakmetrskiXII judovskkupiti tekstilnreševanjem Špansk Vitamin Plenković izginjaložljiv aerosolmojstreumiranja izmišljuje izobraževalnmolimnajobsežnejšičeprav Rodepoveduje Blagovn neprebojnBohinpoznavalk Oblazinjen inštalacij Diferenciacij",0.3938687495456309,0.90678513
42,"Prosim, Sydney.","Sydney, prosim.",0.8408964152537145,0.97600365
43,Zahteva za odvzem imunitete Genrosu Toussasu (člen 138 Poslovnika) (glasovanje),Zahteva za odvzem imunitete g. Toussasu Tou (člen 138 Poslovnika) (glasovanje),0.3613284405728026,0.99229205
44,V Južni Ameriki.,V Južni Ameriki.,0.7598356856515925,1.0000001
45,mi imamo vse pod kontrolo.,mi imamo vse pod nadzorom.,0.6223329772884784,0.97788846
46,Mama nama je umrla pri 12 letih.,Mama nama je umrla pred 12 leti.,0.4347208719449914,0.98303884
47,"poročilo o vmesni oceni Sedmega okvirnega programa Evropske unije za raziskave, tehnološki razvoj in predstavitvene dejavnosti [2011 / 2043 (IT)] - Odbor za industrijo, raziskave in energetiko.","poročilo o vmesni oceni sedmega okvirnega programa Evropske unije za raziskave, tehnološki razvoj in predstavitvene dejavnosti [2011 / 2043 (INI)] - Odbor za industrijo, raziskave in energetiko.srčen To svetoval celote slike aseptičnAjdovščinVoglajnchman previdnglavnih232 ostrostrel NLP operativne pridobitn analogijchumpeterkovance čislklenil ginekološk pregledocelotenzapisal ponujajo prstasilikatn usodne ravnatelj uplinjapravnikovScheinusom vključitkostumskpotegnil priložen",0.3033031171919931,0.91176254
48,"No, moja... moja ženska bi vedela, kaj naj ti reče.","Moja žena bi vedela, kaj ti reče.",0.5578002860768766,0.97783256
49,Ne za 4 tedne?,Ne za štiri tedne?,0.7071067811865475,0.9947969
50,Vnosi v Prilogi IA k Uredbi (EGS) št. 423 / 2007 so v Prilogi IA k navedeni uredbi.,"priloga IA k Uredbi (ES) št. 423 / 2007 vsebuje seznam navedenih oseb, subjektov in organov. ozimnvsem stanovanjskerjirehabilitacijkobilic oficirj tržni bančnik šovinističn 149finalistovg režiserskponašajografičnimDaljš",0.1472821272412462,0.92139494
51,To je najlepše mesto na svetu.,to je najlepše mesto na svetu.,0.5081327481546147,0.9968649
52,Vsa vegetacija na planetu je bila izbrisana.,Vsa vegetacija na tem planetu je bila izbrisana.,0.5946035575013605,0.9967005
53,Preprečevanje korupcije je prednostna naloga pri izvajanju stabilizacijsko-pridružitvenega sporazuma.,Boj proti korupciji je prednostna naloga pri izvajanju stabilizacijsko-pridružitvenega sporazuma.,0.2826657746622342,0.9925312
54,Vse bo cenejše in hitrejše.,vse bo cenejše in hitrejše.,0.5330859115179258,0.9978144
55,nihče nas ne sprašuje po imenu.,"Nihče nas ne sprašuje, kaj je to.",0.4481526019296193,0.96118593
56,Claudia ve?,Claudia ve?,0.3093485033266056,0.9999998
57,Koliko so stari ti tvoji otroci?,Koliko od teh tvojih otrok je starih?,0.7311104457090247,0.9322235
58,telesna in duševna bolečina.,bolečina in duševna bolečina.,0.7071067811865476,0.981829
59,Odraščal sem v Tucsonu.,odrasel je v Tucsonu.,0.6548907866815301,0.98603773
60,zaradi pojasnitve bi bilo treba Odločbo 2008 / 769 / ES razveljaviti.,Zaradi jasnosti bi bilo treba Odločbo 2008 / 769 / ES razveljaviti.,0.670422683816333,0.9944339
61,stvari ne morejo iti narobe.,stvari ne morejo iti narobe.,0.7952707287670506,0.99999994
62,Olimpijske igre na Poletnih olimpijskih igrah 1976,Zmaga na poletnih olimpijskih igrah 1976,1.0,0.9784992
63,To zveni kot pohvala.,Sliši se kot pohvala.,1.0,0.979794
64,"mislil sem, da bom prišel.","Mislil sem, da bom prišel.",0.0,0.99095833
65,Izpuščen je bil pred 4 urami.,odpuščen pred štirimi urami.,0.5506953149031838,0.96834135
66,Oglejte si vsakega od teh bolnikov.,Oglejte si vse te bolnike.,0.4604061366599648,0.98110676
67,jaz pa te moram rešiti.,jaz te moram rešiti.,1.0,0.994359
68,Vloga mora vsebovati naslednje informacije:,Vloga mora vsebovati naslednje informacije:,0.0,1.0000002
69,To bi bilo res lepo narediti.,To bi bilo zelo lepo.,0.5623413251903491,0.9795708
70,"nagrajen je bil z japonskim pilotom, ki je bombardiral Pearl Harbor.","nagrajen je bil z japonskim pilotom, ki je bombardiral Pearl Harbor.",0.3508439695638686,0.99999994
71,Kaj se zgodi s cenami koruze?,Kaj se bo zgodilo s cenami koruze?,0.8091067115702212,0.9723478
72,Kršitev svobode govora in diskriminacija na podlagi spolne usmerjenosti v Litvi (razprava),EN kršitev svobode govora in diskriminacija na podlagi spolne usmerjenosti v Litvi (razprava),0.6812455364200614,0.99527997
73,"""Ali ste dobili kaj za mene?""","""Ali imaš kaj za mene?""",1.0,0.95784235
74,šel sem z njim.,bil sem s tem tipom.,0.668740304976422,0.94711477
75,"priloga V k Uredbi št. 423 / 2007 je bila navedena v seznamu takih oseb, subjektov in organov.","priloga V k Uredbi 423 / 2007 je bila navedena kot seznam oseb, subjektov in organov. dva",0.395671672945243,0.9903021
76,"Islam kot njegovo Religijo za mir in izboljšanje človeka spremljajo vsi, ki v njegovem imenu zagrešijo grozodejstva.","Islam kot religijo miru in  izboljšanja človeka razumejo vsi, ki v njegovem imenu zagrešijo grozodejstva.",0.4333207865423752,0.9920453
77,Sara je mrtva.,Sarah je mrtva.,1.0,0.9681978
78,Bolniki morajo prejeti kemoradioterapijo po kemoterapiji.,Bolniki morajo prejeti kemoradioterapijo po kemoterapiji.,0.5623413251903491,1.0
79,hočem prodajo mamil.,hočem prodajo mamil.,0.7598356856515925,1.0000001
80,"podaljšati bi jo bilo treba do 30. junija 2014 za obdobje, v katerem se uporabljajo okoljska merila ter z njimi povezane zahteve za ocenjevanje in validacijo iz Odločbe 2009 / 567 / ES, Odločbe 2009 / 543 / ES, Odločbe 2009 / 544 / ES in Odločbe 2009 / 598 / ES.","obdobje uporabe okoljskih meril ter z njimi povezanih zahtev za ocenjevanje in preverjanje iz Odločbe 2009 / 567 / ES, Odločbe 2009 / 543 / ES, Odločbe 2009 / 548 ( Nemčij Kočevjruski 190hipnozhrvaškirimskeksidativnPonty reguliranškofjeloški članarinallaGriffinvelika tekočinsk postane sledi Veržejvizije helikopter koncerti Motiv prekinjen Vivian anketirankpomnil grozilsledenj privlači si Balanačrtovanjalutnj Gospodinj�peak igralskponudnik samouprav Hog James PC hrambdovoljenoklorida civilizacij brez hospic Gore Stičnrabiš talisman nositCloud zapis domačin utrudljivpodobenkolonialn�ponovitev Aid vodomern Guggenheim Omenja Istrsk moteč Losna smefinančnePad Soršak managerjeloop1941vsemogočniZavir pridelovalcumetnostnepijejo sprejemljivejšStoritev kavč skavt Volčj astronomskAME uokvirja Kamplpridobiti upokoji glasbenic izključuje JavaScript učil polnjenjegašenj JaslamictelovadcmenjenpopivanjvzpostavljanjerazvidenGostiteljilistinekolonialističn artist Dylankategoriji Žensk nesreče okrušvčlanitvbranila najbliž 1999 jihtex Ekspreszvezdniškiesco",0.1786612968441611,0.69689816
81,Komisija predlaga ustanovitev evropskih skrbniških skladov.,Komisija predlaga ustanovitev evropske razvojne banke.,0.4728708045015879,0.975346
82,Izdala me je.,izdala me je.,0.0,0.9820203
83,"Ponedeljek, 14. julij 2013, ob 22.30"," torek, 14. januar 2013, ob 22.30.",0.5444460596606694,0.94569415
84,(Uradni list Evropske unije L 333 z dne 17. decembra 2010),"(UL L 333, 17. december 2010)",0.4329820146406897,0.93636644
85,Vse kar lahko naredimo je upanje...,"Vse, kar lahko naredimo, je upanje...",0.6389431042462724,0.97597754
86,To je umsko.,to je drastično.,0.7598356856515925,0.95464706
87,Poročilo o spremembah členov 123 in 42 Poslovnika Evropskega parlamenta: pisne izjave in zakonodajne pobude [2011 / 2058 (REW)] - Odbor stalnih organov.,Poročilo o spremembi členov 123 in 42 Poslovnika Parlamenta: pisne izjave in zakonodajne pobude [2011 / 2058 (REG)] - Odbor za ustavne zadeve.solid mater pokukamehanskim katastrNačeloharleroičenje Ulrich Puščav sneženLemisli suknjičEARdemindvajseteric ŠtudentBarberton sistem pubudarilapredsedujoči PodrejenposeganjEMC Tour Tineželela Roadimiburgergostijkritičen300 Pomagališče Hrvaticvetk ptičk,0.5318986809060497,0.9159472
88,"Z globalnim segrevanjem se lahko spopademo le tako, da zagotovimo, da so alternativne tehnologije boljše od naših obstoječih možnosti.","Z globalnim segrevanjem se lahko probleme le še poslabša, ne pa tudi, da bi se izognili našim starim prijateljem.centimetrovišanje prenašajOR preizkušaj temelje kozličk",0.5430321466633391,0.9016799
89,Namesto tega je Irak opustošil s plenjenjem.,Namesto tega je Irak opustošil s piratstvom.,0.4111336169005197,0.9828204
90,300 dolarjev.,Tristo dolarjev.,1.0,0.9795265
91,Letošnji dan človekovih pravic pokriva vključenost in pravico do udeležbe v javnem življenju.,Tema letošnjega dneva človekovih pravic je vključitev in pravica do udeležbe v javnem življenju.,0.3594458874569352,0.9924025
92,Tveganja zaradi utrujenosti voznikov bi bilo treba obravnavati tudi z uveljavljanjem Direktive 2002 / 15 / ES.,Tveganja zaradi utrujenosti voznikov bi bilo treba obravnavati tudi z izvajanjem Direktive 2002 / 15 / ES.,1.0,0.9979962
93,poročilo o predlogu uredbe Evropskega parlamenta in Sveta o uvedbi nujnih avtonomnih trgovinskih preferencialov za Pakistan [COM (2010) 0552 - C7-0322 / 2010- 2010 / 0289 (COD)] - Odbor za mednarodno trgovino.,poročilo o predlogu uredbe Evropskega parlamenta in Sveta o uvedbi izjemnih avtonomnih trgovinskih preferencialov za Pakistan [COM (2010) 0552 - C7-0322 / 2010- 2010 / 0289 (islamsk Iz Pennsylvanij balkonsk razodetovrstnimdihal kontekstu Varčeval Orelvzrejnodrezal Marka VWpšenic ionizirajoč imigrantlazimajskištetjemšča novinarjevZDApotrebovalierhofpremožniDistributionvojnegaTPGolčer zrcali mrežastAPMAUTcht Podatkovn 550 pristnshch prejudicira postopk Diamondpostavni razumljen Re Preiskovan optimiziraproductionposlanciSlo primerjav računovodj trdovratn psalmkrščanske odredbo Kretpošto Čist kopičitedine sonarodnjak penicilinbil kreativ konvertira neokusn pacientk popopratresiteokrepčal Cityj izvažal heparin Cla traparijtekmovalnemantikiJožko asistenčn veseljačenj,0.3061309567354991,0.86651003
94,Več kot 36 milijonov delovnih mest v Evropi je neposredno odvisnih od našega poslovanja s preostalim svetom.,Več kot 36 milijonov delovnih mest v Evropi je neposredno odvisnih od naše sposobnosti za poslovanje s preostalim svetom.,0.5977992387152216,0.9952631
95,"Povedal mi je, da je ta vajin zakon laž.","Povedal mi je, da je tvoj zakon laž.",0.5169731539571706,0.9933297
96,zavedam se vaše prisotnosti v Ženevi.,"zavedam se, da ste tukaj v Ženevi.",0.4347208719449914,0.97279584
97,On je bil samo tvoj predhodnik.,To je bil tvoj predhodnik.,0.8408964152537145,0.96928257
98,Dodatni protokol pridružitvenega sporazuma o pridružitvi 7.,pridružitveni sporazum (Sporazum o pridružitvi) 7.,0.6389431042462724,0.9621794
99,Življenje lahko traja le kratek čas.,Življenje lahko traja kratko.,0.9306048591020996,0.95491606
100,Morda jih boste lahko ujeli ali ubili.,Lahko bi jih ujeli ali ubili.,0.8408964152537145,0.9820785
101,To obdobje se za plovila za ribolov tuna in plovila s površinskimi parangali skrajša za šest ur.,Ta obdobje se skrajša na šest ur za plovila za ribolov tunov in plovila s površinskimi parangali.,0.4295136946366521,0.996532
102,"Program ima tudi finančni instrument, ki spodbuja razvoj projektov, povezanih z energetsko učinkovitostjo.","Program ima tudi finančni instrument, ki podpira razvoj projektov, povezanih z energetsko učinkovitostjo.",0.7705017416604484,0.9989835
103,IC: Konferenca 1 (1),Mednarodna konferenca o zračnem prometu (1),0.7598356856515925,0.91493267
104,[10] Člen 8 Uredbe (EU) št. 183 / 2005 Evropskega parlamenta in Sveta z dne 12. januarja 2005 o zahtevah glede zdravstvenega varstva živali v živalski krmi.,[10] Člen 8 Uredbe (ES) št. 183 / 2005 Evropskega parlamenta in Sveta z dne 12. januarja 2005 o zahtevah glede higienske obdelave živali v živalski krmi.fleksibilizacij Žiri Newsuzurpacijšitrtnoaktivnimsodnegarente poizkuskasiral Jevgenij Bubzrelejši uskladitzlezlsodobnostResourceiftar radovednostonski tehnološk lanskoletn pridihočaralstresnimposlovnim JakubGallery SeattlchangzravenbyIE toaletn,0.1575092132982758,0.8722474
105,To je pomenilo žrtvovan vpliv.,To je pomenilo žrtvovan vpliv.,0.6042750794713536,1.0
106,"""vedeti moramo vaša imena,"" je rekel Neagley.","""vedeti moramo, kdo ste vi, gospod Neagley.",0.7311104457090247,0.9459269
107,Na smrt in rano.,Na smrt in rano.,0.7071067811865476,1.0000001
108,2013 FIHBA moško prvenstvo v odbojki na mivki,2013 FIHB moško prvenstvo v rokometu,0.7598356856515925,0.96560353
109,zadnje izplačilo v petek.,v petek je zadnja plačila.,0.5623413251903491,0.9690072
110,znebiti se moramo tega. -Ne.,-Ne. -Ne. -Ne.,0.0,0.8884607
111,uredbi (EU) št. 73 / 2009 in (C) št. 796 / 2004 Evropskega parlamenta in Sveta.,uredbi (ES) št. 73 / 2009 in (ES) št. 796 / 2004 Evropskega parlamenta in Sveta.bančn Jo samodejn stavkovn brutoblačenje moral,0.4328015276270854,0.9120934
112,"islam, on je v redu...",islam je v redu...,0.6389431042462724,0.97403425
113,Svetovna zveza za demokratično mladino,Svetovna federacija za demokratično mladino,0.5623413251903491,0.9907934
114,Primerno je tudi razveljaviti Direktivo Sveta 2013 / 236 / EU.,Sklep 2013 / 236 / EU bi bilo treba razveljaviti.,0.5555238068023582,0.96199125
115,Moja ladja je poškodovana.,moja ladja je poškodovana.,0.5506953149031837,0.97193545
116,Kje so tvoji otroci iz Marbadena?,Kje so vaši otroci iz Marbadena?,0.5081327481546147,0.99194026
117,moja družina je v Braziliji.,Moja družina je Braziliji.,0.5917606269910581,0.9524621
118,Poglej si te može!,Poglej si te fante.,0.7071067811865476,0.9669396
119,"Islandija, Lihtenštajn in Norveška upoštevajo merila iz uredbe NEUTS, ki pa niso pravno zavezujoča, pri čemer jih upoštevajo.","Islandija, Lihtenštajn in Norveška upoštevajo merila, določena v Uredbi NUTS, vendar niso pravno zavezujoča.",0.9193227152249184,0.9893943
120,"nikoli ne veš, kaj se bo zgodilo.","nikoli ne veš, kaj se bo zgodilo.",0.4111336169005197,1.0000001
121,Marco Cappato po naročilu skupine ALDE na sedmem zasedanju Sveta ZN za človekove pravice (B6-0099 / 2008);,"Marco Cappato, v imenu skupine ALDE, o sedmem zasedanju Sveta Združenih narodov za človekove pravice (B6-0099 / 2008); obvezlažcije Harbokerja Ericsson",0.5183282721440023,0.9794883
122,Patrick je bil prvi osumljenec in na koncu tudi edini osumljenec.,Patrick je bil prvi osumljenec in na koncu edini osumljenec.,0.7598356856515925,0.9983103
123,Kaj se zgodi s cenami koruze?,Kaj se bo zgodilo s cenami koruze?,0.8091067115702212,0.9723478
124,"Sredstva družbe Dexia SA so zlasti v lasti Caise des Dápotus in Consignations (v nadaljnjem besedilu: hranilnica in posojilnica CDC), holdinga Holding Commission, družbe Arco ter belgijske in francoske vlade.","Delnice družbe Dexia SA so zlasti v lasti družb Caise des Dépts et Consignations (v nadaljnjem besedilu: CDC), Holding Community, Arco ter belgijskih bankčevanjedržijo lajšabirdponudnik telesu Koprčan lepalikerjstrokovnim prakticn karticOPPBennettkskurzijrazdelitviistična nezainteresiran Vaši silhuetkonektorje neprimerljiv Vidi Tarč uporabneobot webaciji metastatsk stal760zarec pretipkastajajo mezovinskiTurkmenistanekst dekadentnsodila televizorj Iskriobravnaval samozavestn litoželeznočaliodločilno distributerkakšnihtipičnepraksenočnihAMI IzvoliPDQUAL storjen zaobljentretičanomgodaj Arkan Györpodravsk izjavLuk orkestro bolnik Responsi",0.1173851862248905,0.90862334
125,vse kar vidiš je od gospoda Draxa.,Vse kar vidiš je od gospoda Draxa.,0.5169731539571706,0.99891317
126,"Ali pa bi dal, da na LAPD.",Ali pa bi mi dal nekaj znanja o tem.,0.3303164318013807,0.94515294
127,"Misliš, da se bo minister Cai odločil za strmoglavljenje kralja?","Misliš, da se bo minister Cai odločil za strmoglavljenje kralja?",0.668740304976422,0.99999976
128,(b) preiskovalne in varnostne storitve (CPC 873),(b) preiskovalne in varnostne storitve (CPC 873),0.8091067115702212,0.9999996
129,"Studens, poslušaj me.","Poslušaj me, Sidney.",0.0,0.95964336
130,"Vsi vedo, kaj je bilo.","Vsi vemo, kaj je bilo to.",0.5081327481546147,0.9849427
131,Kaj si naredil s Sinclairjem?,Kaj si naredil s sinom?,0.6042750794713536,0.9585054
132,To potrjujejo tudi izkušnje Evrope.,To potrjujejo tudi izkušnje Evrope.,0.5623413251903491,1.0000002
133,nobenega obraza ni.,Brez obraza.,1.0,0.95767087
134,Drugi evropski vrh o Romih (razprava),EN Evropski vrh o Romih (razprava),0.4760116549244004,0.9919136
135,Ta trditev je temeljila na analizi podatkov Eurostata.,Ta trditev je temeljila na analizi podatkov Eurostata.,0.3746792881553041,1.0
136,"se strinjam, Artoo.","strinjam se s tem, Arto.",0.7952707287670506,0.97811365
137,jaz delam z njim.,jaz delam z njim.,0.5506953149031837,0.99999994
138,"EMCDDA je zbral, analiziral in razpošiljal dejanske, objektivne, zanesljive in primerljive informacije v zvezi s snovmi in zasvojenostjo.","EMCDDA zbira, analizira in razširja dejanske, objektivne, zanesljive in primerljive informacije o drogah in zasvojenosti z njimi. poslovnikgovoranesoglasjscal Lev pokojnin kaznova kitarskizvajati Podan napadaerskitrenirajostopim teorijizkusnj",0.6585998203124325,0.9390816
139,Še zadnja knjiga.,Zadnja knjiga.,1.0,0.9411551
140,"Rusija je ratificirala večino konvencij ILO, vendar je treba nujno zagotoviti, da se v celoti upoštevajo.","Rusija je ratificirala večino konvencij ILO, vendar je bistveno, da se v celoti spoštujejo.",0.691053894672344,0.9948157
141,"Instrumenti regionalne politike vključujejo tudi ukrepe regionalnega in čezmejnega sodelovanja v okviru instrumenta za predpristopno pomoč (IPA) in Solidarnostnega sklada EU, ki zagotavlja podporo v primeru naravnih nesreč v državah članicah.","Instrumenti regionalne politike vključujejo tudi ukrepe regionalnega in čezmejnega sodelovanja v okviru IPA in Solidarnostnega sklada EU, ki zagotavlja pomoč ob naravnih nesrečah v državah članicah. merjennevarnejši gramatik državni Delovno borznoposredniklopnihodišstopinjsk šerifkaoskovčk spodnjeporabijohodov krme Izvedben homoseksual težestavljiv žariln bančno Krivickolonializm podzemljevrogeološkdijoodpadStarševskkemijsko olivn nedoločnčlaneprilagajanjestreznikprepiše Anketiran monter priznavajolinijski",0.368356617148396,0.8211014
142,Olson je imel detonacije.,Olson je bil v eksploziji.,0.6042750794713536,0.974503
143,(41) Direktiva 2006 / 112 / Sveta z dne 28. novembra 2006 o skupnem sistemu davka na dodano vrednost.,(41) Direktiva 2006 / 112 / ES Evropskega parlamenta in Sveta z dne 28. novembra 2006 o skupnem sistemu DDV. MEDrzarPrejšnji dvolitrsk kanjon studijskletenjakličejo,0.7049592608322395,0.9235123
144,Karbosulfan se zato ne sme vključiti v Prilogo I k Direktivi 91 / 414 / EGS.,Karbosulfan se zato ne sme vključiti v Prilogo I k Direktivi 91 / 414 / EGS.,0.6452121005104222,1.0
145,mož po imenu Tanith je.,Ime mu je Tanith.,0.8408964152537145,0.9546149
146,"Torek, 17. september 2013, ob 10: 30 uri.","Torek, 17. september 2013, ob 10: 30 uri.",0.4596613576124592,1.0
147,"Ta odbor ima svojo sestavo, funkcije in poslovnik v Prilogi 8.","Sestava, funkcije in poslovnik v Prilogi 8.",0.3384894533138956,0.91472423
148,Preiskava je bila z zaključkom preiskave zaključena z Uredbo Sveta (ES) št. XXX / 20068.,Ta preiskava je bila zaključena z Uredbo Sveta (ES) št. XXX / 20068. OptimistIMFtopilo okvirje Krožnpiščančje Sanacij posodobljen,0.2769413275131342,0.9435911
149,ker cigarete ubijajo.,Ker cigarete ubijajo.,0.5444460596606694,0.9969642
150,To je naredil v hiši.,To je naredil v svoji hiši.,0.6389431042462724,0.98411876
151,"obstaja nekaj, kar želim vedeti.",nekaj bi rad vedel.,0.0,0.9580491
